user_sequence,challenge
5831_11,CI26452
5831_12,CI26470
5831_13,CI26458
5832_11,CI23791
5832_12,CI24754
5832_13,CI24176
5834_11,CI25821
5834_12,CI26411
5834_13,CI26412
5835_11,CI25821
5835_12,CI26411
5835_13,CI26412
5839_11,CI25821
5839_12,CI26411
5839_13,CI26412
5841_11,CI26546
5841_12,CI26553
5841_13,CI26552
5843_11,CI26546
5843_12,CI26553
5843_13,CI26552
5845_11,CI26546
5845_12,CI26553
5845_13,CI26552
5846_11,CI25821
5846_12,CI26411
5846_13,CI26412
5847_11,CI24754
5847_12,CI23630
5847_13,CI23662
5849_11,CI26452
5849_12,CI26470
5849_13,CI26458
5853_11,CI25821
5853_12,CI26411
5853_13,CI26412
5858_11,CI25821
5858_12,CI26411
5858_13,CI26412
5863_11,CI24673
5863_12,CI24680
5863_13,CI24400
5868_11,CI25812
5868_12,CI25813
5868_13,CI25811
5869_11,CI26452
5869_12,CI26470
5869_13,CI26458
5871_11,CI25821
5871_12,CI26411
5871_13,CI26412
5873_11,CI25688
5873_12,CI23630
5873_13,CI25455
5875_11,CI24931
5875_12,CI25442
5875_13,CI25690
5877_11,CI24043
5877_12,CI24058
5877_13,CI23635
5878_11,CI23791
5878_12,CI24847
5878_13,CI24754
5881_11,CI27029
5881_12,CI27030
5881_13,CI27038
5882_11,CI25821
5882_12,CI26411
5882_13,CI26412
5885_11,CI25821
5885_12,CI26411
5885_13,CI26412
5886_11,CI23838
5886_12,CI23791
5886_13,CI24176
5887_11,CI27574
5887_12,CI27572
5887_13,CI27568
5888_11,CI24402
5888_12,CI24932
5888_13,CI24848
5889_11,CI24754
5889_12,CI23630
5889_13,CI24112
5892_11,CI24917
5892_12,CI24759
5892_13,CI24148
5894_11,CI23791
5894_12,CI23726
5894_13,CI23838
5896_11,CI25821
5896_12,CI26411
5896_13,CI26412
5897_11,CI24112
5897_12,CI23677
5897_13,CI24150
5898_11,CI25821
5898_12,CI26411
5898_13,CI26412
5899_11,CI24961
5899_12,CI24930
5899_13,CI24963
5903_11,CI26452
5903_12,CI26470
5903_13,CI26458
5904_11,CI23972
5904_12,CI24400
5904_13,CI23656
5909_11,CI23630
5909_12,CI23615
5909_13,CI24070
5912_11,CI25821
5912_12,CI26411
5912_13,CI26412
5915_11,CI25821
5915_12,CI26411
5915_13,CI26412
5924_11,CI25821
5924_12,CI26411
5924_13,CI26412
5925_11,CI23630
5925_12,CI23800
5925_13,CI24926
5930_11,CI26452
5930_12,CI26470
5930_13,CI26458
5931_11,CI25821
5931_12,CI26411
5931_13,CI26412
5932_11,CI24112
5932_12,CI23615
5932_13,CI23630
5936_11,CI24740
5936_12,CI24738
5936_13,CI24732
5937_11,CI24754
5937_12,CI23656
5937_13,CI24759
5938_11,CI24754
5938_12,CI25689
5938_13,CI24917
5939_11,CI25821
5939_12,CI26411
5939_13,CI26412
5941_11,CI23725
5941_12,CI24673
5941_13,CI24680
5944_11,CI24740
5944_12,CI24844
5944_13,CI24742
5948_11,CI25821
5948_12,CI26411
5948_13,CI26412
5951_11,CI23791
5951_12,CI24020
5951_13,CI23838
5952_11,CI27574
5952_12,CI27568
5952_13,CI27571
5953_11,CI24769
5953_12,CI25689
5953_13,CI23656
5955_11,CI23883
5955_12,CI23615
5955_13,CI23630
5957_11,CI25821
5957_12,CI26411
5957_13,CI26412
5958_11,CI26452
5958_12,CI26470
5958_13,CI26458
5959_11,CI27030
5959_12,CI27029
5959_13,CI27038
5960_11,CI25821
5960_12,CI26411
5960_13,CI26412
5964_11,CI25821
5964_12,CI26411
5964_13,CI26412
5967_11,CI27030
5967_12,CI27029
5967_13,CI27038
5970_11,CI27038
5970_12,CI27030
5970_13,CI27029
5971_11,CI25821
5971_12,CI26411
5971_13,CI26412
5975_11,CI24792
5975_12,CI25688
5975_13,CI23806
5976_11,CI23615
5976_12,CI23630
5976_13,CI23725
5980_11,CI23725
5980_12,CI24673
5980_13,CI24128
5983_11,CI24754
5983_12,CI23656
5983_13,CI24763
5984_11,CI23615
5984_12,CI24112
5984_13,CI24400
5986_11,CI23972
5986_12,CI24866
5986_13,CI24400
5989_11,CI26435
5989_12,CI26439
5989_13,CI26436
5990_11,CI24759
5990_12,CI24917
5990_13,CI23725
5994_11,CI25821
5994_12,CI26411
5994_13,CI26412
6001_11,CI25821
6001_12,CI26411
6001_13,CI26412
6002_11,CI24400
6002_12,CI23615
6002_13,CI24399
6004_11,CI26452
6004_12,CI26470
6004_13,CI26458
6006_11,CI23656
6006_12,CI23883
6006_13,CI23615
6008_11,CI25689
6008_12,CI24915
6008_13,CI25688
6009_11,CI23615
6009_12,CI24112
6009_13,CI23725
6014_11,CI24754
6014_12,CI23630
6014_13,CI23662
6015_11,CI25821
6015_12,CI26411
6015_13,CI26412
6017_11,CI24402
6017_12,CI24400
6017_13,CI23630
6019_11,CI26452
6019_12,CI26470
6019_13,CI26458
6022_11,CI25821
6022_12,CI26411
6022_13,CI26412
6024_11,CI24191
6024_12,CI26052
6024_13,CI25455
6026_11,CI27030
6026_12,CI27029
6026_13,CI27038
6027_11,CI24740
6027_12,CI24732
6027_13,CI24738
6031_11,CI26452
6031_12,CI26470
6031_13,CI26458
6033_11,CI25821
6033_12,CI26411
6033_13,CI26412
6039_11,CI24400
6039_12,CI24110
6039_13,CI24112
6043_11,CI26435
6043_12,CI26439
6043_13,CI26436
6044_11,CI25821
6044_12,CI26411
6044_13,CI26412
6047_11,CI25821
6047_12,CI26411
6047_13,CI26412
6057_11,CI24763
6057_12,CI24755
6057_13,CI24756
6063_11,CI26412
6063_12,CI26411
6063_13,CI25822
6065_11,CI23630
6065_12,CI23615
6065_13,CI24148
6073_11,CI25821
6073_12,CI26411
6073_13,CI26412
6079_11,CI24148
6079_12,CI23615
6079_13,CI24071
6083_11,CI25821
6083_12,CI26411
6083_13,CI26412
6085_11,CI24740
6085_12,CI24738
6085_13,CI24732
6088_11,CI25821
6088_12,CI26411
6088_13,CI26412
6091_11,CI25821
6091_12,CI26411
6091_13,CI26412
6096_11,CI25821
6096_12,CI26411
6096_13,CI26412
6098_11,CI27030
6098_12,CI27029
6098_13,CI27038
6103_11,CI24400
6103_12,CI23864
6103_13,CI24112
6107_11,CI25821
6107_12,CI26411
6107_13,CI26412
6109_11,CI25821
6109_12,CI26411
6109_13,CI26412
6111_11,CI25821
6111_12,CI26411
6111_13,CI26412
6112_11,CI27574
6112_12,CI27568
6112_13,CI27571
6113_11,CI24754
6113_12,CI24757
6113_13,CI23615
6115_11,CI25821
6115_12,CI26411
6115_13,CI26412
6124_11,CI25821
6124_12,CI26411
6124_13,CI26412
6126_11,CI24754
6126_12,CI23656
6126_13,CI23725
6127_11,CI27574
6127_12,CI27572
6127_13,CI27568
6136_11,CI23667
6136_12,CI24148
6136_13,CI23615
6138_11,CI26452
6138_12,CI26470
6138_13,CI26458
6142_11,CI23630
6142_12,CI24759
6142_13,CI23615
6145_11,CI24112
6145_12,CI23615
6145_13,CI24400
6151_11,CI24755
6151_12,CI24763
6151_13,CI24753
6157_11,CI27574
6157_12,CI27571
6157_13,CI27568
6159_11,CI23656
6159_12,CI24926
6159_13,CI24070
6163_11,CI25821
6163_12,CI26411
6163_13,CI26412
6164_11,CI25821
6164_12,CI26411
6164_13,CI26412
6165_11,CI23791
6165_12,CI24754
6165_13,CI23838
6170_11,CI26546
6170_12,CI26553
6170_13,CI26552
6171_11,CI25821
6171_12,CI26411
6171_13,CI26412
6172_11,CI25821
6172_12,CI26411
6172_13,CI26412
6176_11,CI27574
6176_12,CI27571
6176_13,CI27572
6182_11,CI25821
6182_12,CI26411
6182_13,CI26412
6187_11,CI25821
6187_12,CI26411
6187_13,CI26412
6189_11,CI24759
6189_12,CI24148
6189_13,CI24917
6190_11,CI25821
6190_12,CI26411
6190_13,CI26412
6191_11,CI23864
6191_12,CI24112
6191_13,CI23630
6197_11,CI25692
6197_12,CI24917
6197_13,CI25853
6199_11,CI25821
6199_12,CI26411
6199_13,CI26412
6203_11,CI24681
6203_12,CI24932
6203_13,CI24070
6204_11,CI24740
6204_12,CI24742
6204_13,CI24732
6210_11,CI24148
6210_12,CI23615
6210_13,CI23667
6211_11,CI26435
6211_12,CI26439
6211_13,CI26436
6212_11,CI24754
6212_12,CI23630
6212_13,CI23725
6214_11,CI24917
6214_12,CI25692
6214_13,CI24150
6215_11,CI24402
6215_12,CI23615
6215_13,CI24400
6218_11,CI25821
6218_12,CI26411
6218_13,CI26412
6222_11,CI24112
6222_12,CI24070
6222_13,CI24917
6223_11,CI24754
6223_12,CI23630
6223_13,CI25689
6226_11,CI26452
6226_12,CI26470
6226_13,CI26458
6229_11,CI25821
6229_12,CI26411
6229_13,CI26412
6233_11,CI25821
6233_12,CI26411
6233_13,CI26412
6237_11,CI24400
6237_12,CI24110
6237_13,CI24112
6239_11,CI27029
6239_12,CI27030
6239_13,CI27038
6240_11,CI24151
6240_12,CI23942
6240_13,CI24158
6241_11,CI24148
6241_12,CI23615
6241_13,CI23667
6243_11,CI25821
6243_12,CI26411
6243_13,CI26412
6245_11,CI23972
6245_12,CI24400
6245_13,CI23615
6246_11,CI26452
6246_12,CI26470
6246_13,CI26458
6249_11,CI26452
6249_12,CI26470
6249_13,CI26458
6252_11,CI23615
6252_12,CI23972
6252_13,CI24718
6258_11,CI24755
6258_12,CI24763
6258_13,CI24756
6261_11,CI25821
6261_12,CI26411
6261_13,CI26412
6268_11,CI27568
6268_12,CI27574
6268_13,CI27571
6272_11,CI23656
6272_12,CI23615
6272_13,CI24754
6273_11,CI26452
6273_12,CI26470
6273_13,CI26458
6274_11,CI24754
6274_12,CI24769
6274_13,CI23725
6277_11,CI24917
6277_12,CI25689
6277_13,CI25692
6278_11,CI25821
6278_12,CI26411
6278_13,CI26412
6281_11,CI27568
6281_12,CI27574
6281_13,CI27571
6282_11,CI25821
6282_12,CI26411
6282_13,CI26412
6285_11,CI25821
6285_12,CI26411
6285_13,CI26412
6287_11,CI25821
6287_12,CI26411
6287_13,CI26412
6288_11,CI25821
6288_12,CI26411
6288_13,CI26412
6289_11,CI23634
6289_12,CI23725
6289_13,CI23656
6296_11,CI24769
6296_12,CI24759
6296_13,CI24915
6297_11,CI25821
6297_12,CI26411
6297_13,CI26412
6299_11,CI24148
6299_12,CI24769
6299_13,CI23615
6303_11,CI23630
6303_12,CI25688
6303_13,CI23656
6307_11,CI25821
6307_12,CI26411
6307_13,CI26412
6309_11,CI24769
6309_12,CI23656
6309_13,CI24763
6312_11,CI27029
6312_12,CI27030
6312_13,CI27038
6315_11,CI25821
6315_12,CI26411
6315_13,CI26412
6318_11,CI25821
6318_12,CI26411
6318_13,CI26412
6329_11,CI25821
6329_12,CI26411
6329_13,CI26412
6333_11,CI26546
6333_12,CI26553
6333_13,CI26552
6338_11,CI24400
6338_12,CI24112
6338_13,CI23615
6342_11,CI24234
6342_12,CI23782
6342_13,CI24314
6344_11,CI24740
6344_12,CI24844
6344_13,CI24738
6347_11,CI27568
6347_12,CI27561
6347_13,CI27566
6356_11,CI26452
6356_12,CI26470
6356_13,CI26458
6358_11,CI25821
6358_12,CI26411
6358_13,CI26412
6361_11,CI26452
6361_12,CI26470
6361_13,CI26458
6365_11,CI24769
6365_12,CI24148
6365_13,CI23788
6374_11,CI26452
6374_12,CI26470
6374_13,CI26458
6378_11,CI26452
6378_12,CI26470
6378_13,CI26458
6379_11,CI26412
6379_12,CI26411
6379_13,CI25822
6381_11,CI26452
6381_12,CI26470
6381_13,CI26458
6382_11,CI23630
6382_12,CI23800
6382_13,CI24754
6386_11,CI25821
6386_12,CI26411
6386_13,CI26412
6389_11,CI26452
6389_12,CI26470
6389_13,CI26458
6390_11,CI23630
6390_12,CI23615
6390_13,CI23725
6391_11,CI24769
6391_12,CI23630
6391_13,CI24070
6392_11,CI26452
6392_12,CI26470
6392_13,CI26458
6395_11,CI23615
6395_12,CI24148
6395_13,CI23972
6396_11,CI25821
6396_12,CI26411
6396_13,CI26412
6399_11,CI26452
6399_12,CI26470
6399_13,CI26458
6400_11,CI25821
6400_12,CI26411
6400_13,CI26412
6401_11,CI25821
6401_12,CI26411
6401_13,CI26412
6409_11,CI25821
6409_12,CI26411
6409_13,CI26412
6410_11,CI24763
6410_12,CI24755
6410_13,CI24754
6411_11,CI26452
6411_12,CI26470
6411_13,CI26458
6415_11,CI26452
6415_12,CI26470
6415_13,CI26458
6416_11,CI25821
6416_12,CI26411
6416_13,CI26412
6420_11,CI26452
6420_12,CI26470
6420_13,CI26458
6425_11,CI25821
6425_12,CI26411
6425_13,CI26412
6427_11,CI25821
6427_12,CI26411
6427_13,CI26412
6428_11,CI24792
6428_12,CI24769
6428_13,CI24747
6430_11,CI27574
6430_12,CI27568
6430_13,CI27572
6434_11,CI26452
6434_12,CI26470
6434_13,CI26458
6435_11,CI24754
6435_12,CI23725
6435_13,CI23615
6439_11,CI24901
6439_12,CI24894
6439_13,CI24892
6446_11,CI25821
6446_12,CI26411
6446_13,CI26412
6450_11,CI27568
6450_12,CI27570
6450_13,CI27574
6451_11,CI24400
6451_12,CI23972
6451_13,CI24866
6456_11,CI25821
6456_12,CI26411
6456_13,CI26412
6467_11,CI23725
6467_12,CI24754
6467_13,CI23791
6470_11,CI24754
6470_12,CI23791
6470_13,CI23630
6471_11,CI23791
6471_12,CI24754
6471_13,CI24176
6477_11,CI27574
6477_12,CI27568
6477_13,CI27571
6479_11,CI25821
6479_12,CI26411
6479_13,CI26412
6481_11,CI26452
6481_12,CI26470
6481_13,CI26458
6482_11,CI26452
6482_12,CI26470
6482_13,CI26458
6486_11,CI26452
6486_12,CI26470
6486_13,CI26458
6491_11,CI25879
6491_12,CI25256
6491_13,CI23906
6492_11,CI23677
6492_12,CI23923
6492_13,CI24398
6493_11,CI24769
6493_12,CI25689
6493_13,CI24754
6496_11,CI26452
6496_12,CI26470
6496_13,CI26458
6499_11,CI25689
6499_12,CI25688
6499_13,CI24769
6500_11,CI25821
6500_12,CI26411
6500_13,CI26412
6505_11,CI23615
6505_12,CI24148
6505_13,CI24769
6506_11,CI25821
6506_12,CI26411
6506_13,CI26412
6513_11,CI27039
6513_12,CI27033
6513_13,CI27008
6514_11,CI26452
6514_12,CI26470
6514_13,CI26458
6516_11,CI27568
6516_12,CI27566
6516_13,CI27573
6517_11,CI25821
6517_12,CI26411
6517_13,CI26412
6525_11,CI26452
6525_12,CI26470
6525_13,CI26458
6526_11,CI25821
6526_12,CI26411
6526_13,CI26412
6529_11,CI26412
6529_12,CI26411
6529_13,CI25822
6533_11,CI25455
6533_12,CI25688
6533_13,CI26052
6534_11,CI25821
6534_12,CI26411
6534_13,CI26412
6537_11,CI24400
6537_12,CI24866
6537_13,CI23656
6538_11,CI23656
6538_12,CI23615
6538_13,CI24718
6542_11,CI23630
6542_12,CI24769
6542_13,CI23615
6544_11,CI23630
6544_12,CI24763
6544_13,CI24769
6546_11,CI23630
6546_12,CI24112
6546_13,CI24671
6547_11,CI24148
6547_12,CI23726
6547_13,CI23667
6549_11,CI25821
6549_12,CI26411
6549_13,CI26412
6552_11,CI25689
6552_12,CI25688
6552_13,CI23788
6553_11,CI24402
6553_12,CI23883
6553_13,CI23656
6556_11,CI25821
6556_12,CI26411
6556_13,CI26412
6557_11,CI26452
6557_12,CI26470
6557_13,CI26458
6562_11,CI26452
6562_12,CI26470
6562_13,CI26458
6569_11,CI24400
6569_12,CI24866
6569_13,CI24399
6572_11,CI24994
6572_12,CI23906
6572_13,CI26666
6573_11,CI27038
6573_12,CI27030
6573_13,CI27033
6578_11,CI25821
6578_12,CI26411
6578_13,CI26412
6580_11,CI24740
6580_12,CI24742
6580_13,CI24738
6588_11,CI25821
6588_12,CI26411
6588_13,CI26412
6590_11,CI26452
6590_12,CI26470
6590_13,CI26458
6596_11,CI25821
6596_12,CI26411
6596_13,CI26412
6601_11,CI25821
6601_12,CI26411
6601_13,CI26412
6602_11,CI25821
6602_12,CI26411
6602_13,CI26412
6603_11,CI25821
6603_12,CI26411
6603_13,CI26412
6604_11,CI24757
6604_12,CI24769
6604_13,CI23630
6605_11,CI25821
6605_12,CI26411
6605_13,CI26412
6613_11,CI26452
6613_12,CI26470
6613_13,CI26458
6615_11,CI24917
6615_12,CI24915
6615_13,CI24672
6616_11,CI25821
6616_12,CI26411
6616_13,CI26412
6617_11,CI23630
6617_12,CI24754
6617_13,CI23725
6619_11,CI24769
6619_12,CI24148
6619_13,CI24757
6622_11,CI25821
6622_12,CI26411
6622_13,CI26412
6627_11,CI25689
6627_12,CI24754
6627_13,CI24915
6630_11,CI25821
6630_12,CI26411
6630_13,CI26412
6633_11,CI24754
6633_12,CI23630
6633_13,CI24112
6634_11,CI24148
6634_12,CI23615
6634_13,CI23972
6636_11,CI25821
6636_12,CI26411
6636_13,CI26412
6637_11,CI24401
6637_12,CI24389
6637_13,CI24397
6642_11,CI23630
6642_12,CI24681
6642_13,CI23615
6644_11,CI25821
6644_12,CI26411
6644_13,CI26412
6648_11,CI25821
6648_12,CI26411
6648_13,CI26412
6649_11,CI24400
6649_12,CI24112
6649_13,CI23972
6650_11,CI24740
6650_12,CI24742
6650_13,CI24738
6651_11,CI24740
6651_12,CI24738
6651_13,CI24742
6652_11,CI24740
6652_12,CI24742
6652_13,CI24738
6654_11,CI24740
6654_12,CI24738
6654_13,CI24732
6658_11,CI24754
6658_12,CI23630
6658_13,CI23725
6662_11,CI26411
6662_12,CI26419
6662_13,CI25822
6665_11,CI23630
6665_12,CI24148
6665_13,CI23615
6666_11,CI27574
6666_12,CI27568
6666_13,CI27571
6670_11,CI25821
6670_12,CI26411
6670_13,CI26412
6675_11,CI25821
6675_12,CI26411
6675_13,CI26412
6678_11,CI25821
6678_12,CI26411
6678_13,CI26412
6679_11,CI24740
6679_12,CI24742
6679_13,CI24844
6680_11,CI24400
6680_12,CI23615
6680_13,CI24148
6683_11,CI26435
6683_12,CI26439
6683_13,CI26436
6686_11,CI23630
6686_12,CI24754
6686_13,CI23725
6687_11,CI24757
6687_12,CI24763
6687_13,CI24754
6689_11,CI23615
6689_12,CI23972
6689_13,CI24400
6691_11,CI23791
6691_12,CI24020
6691_13,CI23838
6693_11,CI23864
6693_12,CI24401
6693_13,CI24402
6697_11,CI26452
6697_12,CI26470
6697_13,CI26458
6700_11,CI25821
6700_12,CI26411
6700_13,CI26412
6701_11,CI23630
6701_12,CI24395
6701_13,CI24402
6708_11,CI26452
6708_12,CI26470
6708_13,CI26458
6709_11,CI27029
6709_12,CI27030
6709_13,CI27038
6712_11,CI25821
6712_12,CI26411
6712_13,CI26412
6713_11,CI26452
6713_12,CI26470
6713_13,CI26458
6714_11,CI26546
6714_12,CI26553
6714_13,CI26552
6715_11,CI23923
6715_12,CI24754
6715_13,CI23630
6716_11,CI25821
6716_12,CI26411
6716_13,CI26412
6724_11,CI24759
6724_12,CI24917
6724_13,CI23800
6726_11,CI26462
6726_12,CI26458
6726_13,CI26470
6727_11,CI24681
6727_12,CI23972
6727_13,CI24671
6730_11,CI25821
6730_12,CI26411
6730_13,CI26412
6733_11,CI25689
6733_12,CI24754
6733_13,CI23725
6734_11,CI25821
6734_12,CI26411
6734_13,CI26412
6738_11,CI25821
6738_12,CI26411
6738_13,CI26412
6739_11,CI25821
6739_12,CI26411
6739_13,CI26412
6744_11,CI27030
6744_12,CI27029
6744_13,CI27038
6746_11,CI25821
6746_12,CI26411
6746_13,CI26412
6748_11,CI25821
6748_12,CI26411
6748_13,CI26412
6750_11,CI26546
6750_12,CI26553
6750_13,CI26552
6752_11,CI23630
6752_12,CI24759
6752_13,CI23634
6753_11,CI26435
6753_12,CI26439
6753_13,CI26436
6755_11,CI24112
6755_12,CI23630
6755_13,CI23725
6757_11,CI25821
6757_12,CI26411
6757_13,CI26412
6759_11,CI23630
6759_12,CI23972
6759_13,CI24759
6761_11,CI23615
6761_12,CI24112
6761_13,CI23630
6764_11,CI26452
6764_12,CI26470
6764_13,CI26458
6765_11,CI23630
6765_12,CI23725
6765_13,CI24754
6766_11,CI25821
6766_12,CI26411
6766_13,CI26412
6767_11,CI24769
6767_12,CI23788
6767_13,CI24915
6770_11,CI23630
6770_12,CI23972
6770_13,CI24681
6774_11,CI25821
6774_12,CI26411
6774_13,CI26412
6775_11,CI23791
6775_12,CI23838
6775_13,CI24176
6778_11,CI27561
6778_12,CI27568
6778_13,CI27570
6779_11,CI23630
6779_12,CI24112
6779_13,CI24759
6780_11,CI23615
6780_12,CI23656
6780_13,CI24112
6782_11,CI25821
6782_12,CI26411
6782_13,CI26412
6783_11,CI25821
6783_12,CI26411
6783_13,CI26412
6784_11,CI24754
6784_12,CI23791
6784_13,CI23662
6786_11,CI24755
6786_12,CI24753
6786_13,CI24773
6787_11,CI23630
6787_12,CI24769
6787_13,CI24148
6788_11,CI24402
6788_12,CI24112
6788_13,CI23615
6791_11,CI25812
6791_12,CI25813
6791_13,CI25811
6792_11,CI24535
6792_12,CI24399
6792_13,CI24671
6793_11,CI25821
6793_12,CI26411
6793_13,CI26412
6794_11,CI25689
6794_12,CI24917
6794_13,CI23788
6795_11,CI25821
6795_12,CI26411
6795_13,CI26412
6796_11,CI23807
6796_12,CI24112
6796_13,CI24395
6798_11,CI23630
6798_12,CI23634
6798_13,CI24759
6800_11,CI26546
6800_12,CI26553
6800_13,CI26552
6801_11,CI25821
6801_12,CI26411
6801_13,CI26412
6804_11,CI27038
6804_12,CI27030
6804_13,CI27033
6807_11,CI25821
6807_12,CI26411
6807_13,CI26412
6808_11,CI24915
6808_12,CI24917
6808_13,CI24769
6813_11,CI25688
6813_12,CI25689
6813_13,CI23806
6814_11,CI25689
6814_12,CI23634
6814_13,CI24759
6816_11,CI24400
6816_12,CI24401
6816_13,CI24112
6818_11,CI25821
6818_12,CI26411
6818_13,CI26412
6819_11,CI25821
6819_12,CI26411
6819_13,CI26412
6828_11,CI23864
6828_12,CI24400
6828_13,CI24865
6829_11,CI24740
6829_12,CI24732
6829_13,CI24742
6833_11,CI24112
6833_12,CI24110
6833_13,CI24866
6836_11,CI24754
6836_12,CI23791
6836_13,CI23838
6838_11,CI25821
6838_12,CI26411
6838_13,CI26412
6839_11,CI24401
6839_12,CI24389
6839_13,CI24397
6840_11,CI26452
6840_12,CI26470
6840_13,CI26458
6841_11,CI26435
6841_12,CI26439
6841_13,CI26436
6844_11,CI25821
6844_12,CI26411
6844_13,CI26412
6845_11,CI25821
6845_12,CI26411
6845_13,CI26412
6846_11,CI23726
6846_12,CI24176
6846_13,CI25077
6851_11,CI25821
6851_12,CI26411
6851_13,CI26412
6855_11,CI26435
6855_12,CI26439
6855_13,CI26436
6856_11,CI27029
6856_12,CI27030
6856_13,CI27038
6858_11,CI25821
6858_12,CI26411
6858_13,CI26412
6860_11,CI26435
6860_12,CI26439
6860_13,CI26436
6862_11,CI27029
6862_12,CI27030
6862_13,CI27038
6863_11,CI26452
6863_12,CI26470
6863_13,CI26458
6864_11,CI23725
6864_12,CI23630
6864_13,CI23656
6865_11,CI25821
6865_12,CI26411
6865_13,CI26412
6868_11,CI24148
6868_12,CI23972
6868_13,CI23615
6871_11,CI24673
6871_12,CI23725
6871_13,CI24148
6874_11,CI25821
6874_12,CI26411
6874_13,CI26412
6880_11,CI25812
6880_12,CI25813
6880_13,CI25811
6883_11,CI27574
6883_12,CI27568
6883_13,CI27571
6884_11,CI24740
6884_12,CI24742
6884_13,CI24732
6885_11,CI25821
6885_12,CI26411
6885_13,CI26412
6890_11,CI23725
6890_12,CI23656
6890_13,CI24112
6895_11,CI24756
6895_12,CI24148
6895_13,CI24769
6901_11,CI26546
6901_12,CI26553
6901_13,CI26552
6902_11,CI25821
6902_12,CI26411
6902_13,CI26412
6908_11,CI26435
6908_12,CI26439
6908_13,CI26436
6912_11,CI26452
6912_12,CI26470
6912_13,CI26458
6913_11,CI25821
6913_12,CI26411
6913_13,CI26412
6914_11,CI23791
6914_12,CI24754
6914_13,CI23838
6915_11,CI23782
6915_12,CI24865
6915_13,CI24336
6917_11,CI24754
6917_12,CI23662
6917_13,CI23630
6919_11,CI25821
6919_12,CI26411
6919_13,CI26412
6925_11,CI25821
6925_12,CI26411
6925_13,CI26412
6926_11,CI26435
6926_12,CI26439
6926_13,CI26436
6930_11,CI24740
6930_12,CI24742
6930_13,CI24738
6931_11,CI26452
6931_12,CI26470
6931_13,CI26458
6936_11,CI23630
6936_12,CI23725
6936_13,CI23615
6938_11,CI26452
6938_12,CI26470
6938_13,CI26458
6943_11,CI27574
6943_12,CI27568
6943_13,CI27566
6946_11,CI25821
6946_12,CI26411
6946_13,CI26412
6949_11,CI24402
6949_12,CI24400
6949_13,CI23537
6954_11,CI25821
6954_12,CI26411
6954_13,CI26412
6955_11,CI26435
6955_12,CI26439
6955_13,CI26436
6956_11,CI25689
6956_12,CI24754
6956_13,CI23630
6957_11,CI25821
6957_12,CI26411
6957_13,CI26412
6961_11,CI23630
6961_12,CI23831
6961_13,CI23806
6964_11,CI26452
6964_12,CI26470
6964_13,CI26458
6965_11,CI24757
6965_12,CI23615
6965_13,CI24148
6969_11,CI24071
6969_12,CI24148
6969_13,CI23970
6970_11,CI25821
6970_12,CI26411
6970_13,CI26412
6974_11,CI26452
6974_12,CI26470
6974_13,CI26458
6979_11,CI25821
6979_12,CI26411
6979_13,CI26412
6985_11,CI24110
6985_12,CI24112
6985_13,CI24400
6990_11,CI25821
6990_12,CI26411
6990_13,CI26412
6994_11,CI24148
6994_12,CI24759
6994_13,CI24071
7000_11,CI23972
7000_12,CI24110
7000_13,CI24866
7002_11,CI27038
7002_12,CI27033
7002_13,CI27039
7003_11,CI25821
7003_12,CI26411
7003_13,CI26412
7004_11,CI25821
7004_12,CI26411
7004_13,CI26412
7009_11,CI25821
7009_12,CI26411
7009_13,CI26412
7012_11,CI25821
7012_12,CI26411
7012_13,CI26412
7013_11,CI25821
7013_12,CI26411
7013_13,CI26412
7014_11,CI27136
7014_12,CI27141
7014_13,CI27139
7015_11,CI25821
7015_12,CI26411
7015_13,CI26412
7017_11,CI24916
7017_12,CI23630
7017_13,CI24915
7020_11,CI24755
7020_12,CI24763
7020_13,CI24756
7021_11,CI24754
7021_12,CI23630
7021_13,CI23662
7023_11,CI24754
7023_12,CI23630
7023_13,CI23800
7027_11,CI25821
7027_12,CI26411
7027_13,CI26412
7028_11,CI25821
7028_12,CI26411
7028_13,CI26412
7033_11,CI26418
7033_12,CI26419
7033_13,CI26416
7034_11,CI26622
7034_12,CI26370
7034_13,CI26382
7035_11,CI26452
7035_12,CI26470
7035_13,CI26458
7036_11,CI24754
7036_12,CI25689
7036_13,CI23630
7037_11,CI26452
7037_12,CI26470
7037_13,CI26458
7046_11,CI26452
7046_12,CI26470
7046_13,CI26458
7047_11,CI23972
7047_12,CI24400
7047_13,CI23615
7049_11,CI25821
7049_12,CI26411
7049_13,CI26412
7058_11,CI24740
7058_12,CI24742
7058_13,CI24738
7059_11,CI25690
7059_12,CI23806
7059_13,CI24754
7060_11,CI25689
7060_12,CI24917
7060_13,CI23630
7063_11,CI23725
7063_12,CI23630
7063_13,CI24112
7065_11,CI25821
7065_12,CI26411
7065_13,CI26412
7066_11,CI26452
7066_12,CI26470
7066_13,CI26458
7068_11,CI27136
7068_12,CI27141
7068_13,CI27139
7069_11,CI24754
7069_12,CI23630
7069_13,CI24112
7072_11,CI26435
7072_12,CI26439
7072_13,CI26436
7074_11,CI26435
7074_12,CI26439
7074_13,CI26436
7075_11,CI25821
7075_12,CI26411
7075_13,CI26412
7078_11,CI26452
7078_12,CI26470
7078_13,CI26458
7079_11,CI25821
7079_12,CI26411
7079_13,CI26412
7081_11,CI23630
7081_12,CI23800
7081_13,CI24112
7082_11,CI23615
7082_12,CI24112
7082_13,CI24148
7085_11,CI24043
